Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
M,0.49,0.385,0.145,0.5425,0.198,0.095,0.19,11+
M,0.625,0.48,0.17,1.255,0.5765,0.308,0.386,1-8
F,0.505,0.39,0.105,0.646,0.2415,0.1785,0.205,11+
M,0.485,0.39,0.125,0.6435,0.2735,0.155,0.195,11+
I,0.415,0.31,0.09,0.312,0.1535,0.0555,0.09,1-8
M,0.66,0.515,0.165,1.4465,0.611,0.3555,0.37,9
I,0.43,0.335,0.09,0.309,0.115,0.0735,0.095,1-8
F,0.52,0.405,0.16,0.658,0.271,0.1125,0.185,11+
F,0.705,0.545,0.185,1.71,0.693,0.371,0.474,11+
M,0.64,0.515,0.18,1.368,0.5065,0.2885,0.435,11+
F,0.35,0.255,0.07,0.18,0.08,0.0505,0.065,9
I,0.55,0.435,0.125,0.619,0.302,0.1285,0.215,1-8
F,0.665,0.5,0.17,1.0145,0.46,0.24,0.2565,11+
M,0.585,0.45,0.145,0.959,0.387,0.257,0.2745,11+
F,0.58,0.425,0.125,0.667,0.165,0.16,0.22,10
M,0.45,0.36,0.135,0.5755,0.2005,0.144,0.19,11+
M,0.5,0.4,0.125,0.6725,0.302,0.1295,0.185,11+
M,0.595,0.47,0.155,1.108,0.4515,0.229,0.345,11+
I,0.545,0.435,0.145,0.7905,0.289,0.1905,0.285,11+
F,0.615,0.475,0.155,1.142,0.5935,0.237,0.246,1-8
M,0.77,0.6,0.205,1.974,0.7035,0.3665,0.6585,11+
M,0.68,0.53,0.18,1.5175,0.711,0.3305,0.441,11+
M,0.68,0.515,0.16,1.2345,0.6835,0.226,0.339,11+
M,0.625,0.48,0.145,1.085,0.488,0.253,0.31,9
M,0.27,0.195,0.07,0.08,0.031,0.02,0.0245,9
M,0.63,0.49,0.17,1.3,0.6195,0.2985,0.33,9
I,0.34,0.25,0.07,0.1695,0.0745,0.033,0.05,1-8
F,0.665,0.52,0.15,1.277,0.583,0.2925,0.352,9
I,0.43,0.325,0.11,0.384,0.169,0.092,0.1175,1-8
I,0.375,0.28,0.08,0.2235,0.1065,0.038,0.062,1-8
F,0.6,0.48,0.15,1.029,0.4085,0.283,0.3,11+
F,0.515,0.425,0.15,0.8495,0.417,0.187,0.199,1-8
M,0.64,0.505,0.155,1.081,0.4775,0.2025,0.315,11+
F,0.55,0.415,0.175,1.042,0.2985,0.26,0.2965,11+
M,0.47,0.36,0.105,0.4755,0.1845,0.0935,0.191,11+
I,0.55,0.445,0.14,0.7535,0.3565,0.1535,0.207,1-8
I,0.2,0.15,0.055,0.046,0.0165,0.015,0.015,1-8
M,0.645,0.505,0.155,1.407,0.7215,0.298,0.3195,9
F,0.46,0.355,1.13,0.56,0.174,0.125,0.225,11+
M,0.6,0.475,0.15,1.014,0.423,0.2745,0.3,11+
M,0.37,0.285,0.09,0.2565,0.089,0.057,0.0815,1-8
M,0.65,0.51,0.175,1.3165,0.6185,0.3515,0.3315,10
M,0.675,0.515,0.17,1.6375,0.831,0.369,0.475,11+
M,0.425,0.325,0.095,0.322,0.118,0.048,0.1025,11+
I,0.425,0.38,0.11,0.354,0.1605,0.064,0.11,10
M,0.38,0.28,0.12,0.417,0.199,0.0995,0.117,1-8
M,0.5,0.365,0.135,0.5415,0.2725,0.1025,0.1325,9
M,0.7,0.58,0.23,1.885,0.73,0.3565,0.5165,11+
M,0.355,0.265,0.09,0.2165,0.0995,0.0405,0.07,10
F,0.595,0.47,0.15,1.194,0.479,0.238,0.38,10
I,0.185,0.135,0.04,0.032,0.0105,0.005,0.01,1-8
M,0.475,0.37,0.11,0.5055,0.2535,0.084,0.14,1-8
M,0.58,0.44,0.15,0.9765,0.495,0.242,0.239,1-8
I,0.425,0.325,0.085,0.3215,0.156,0.073,0.095,1-8
M,0.62,0.48,0.165,1.244,0.5575,0.308,0.365,1-8
M,0.465,0.36,0.13,0.4365,0.1525,0.1055,0.135,11+
F,0.705,0.54,0.215,1.5805,0.7175,0.3615,0.445,11+
M,0.59,0.465,0.165,0.9555,0.4595,0.222,0.26,1-8
M,0.525,0.4,0.165,0.772,0.272,0.168,0.255,11+
F,0.56,0.43,0.155,0.8745,0.425,0.174,0.215,1-8
M,0.575,0.4,0.16,0.8295,0.3365,0.2405,0.236,9
M,0.555,0.44,0.135,0.915,0.391,0.1975,0.255,10
I,0.44,0.34,0.12,0.4425,0.1905,0.083,0.135,11+
M,0.235,0.13,0.065,0.0515,0.019,0.013,0.015,1-8
I,0.205,0.14,0.045,0.0345,0.0135,0.008,0.01,1-8
I,0.455,0.345,0.105,0.486,0.2745,0.092,0.125,1-8
I,0.43,0.325,0.105,0.3855,0.1885,0.083,0.12,1-8
I,0.47,0.355,0.12,0.4865,0.196,0.108,0.155,9
I,0.545,0.43,0.14,0.8145,0.305,0.1765,0.255,11+
F,0.6,0.475,0.18,1.1805,0.378,0.2875,0.385,11+
I,0.455,0.34,0.115,0.47,0.2435,0.092,0.11,1-8
F,0.55,0.44,0.155,0.946,0.3815,0.2315,0.285,9
M,0.45,0.325,0.115,0.44,0.225,0.0755,0.119,1-8
F,0.7,0.54,0.165,1.5535,0.723,0.3775,0.405,11+
I,0.5,0.375,0.125,0.542,0.2375,0.116,0.155,1-8
I,0.43,0.34,0.11,0.3045,0.1215,0.055,0.106,1-8
F,0.525,0.44,0.175,0.717,0.27,0.1835,0.225,11+
I,0.48,0.39,0.125,0.5125,0.2165,0.123,0.17,1-8
M,0.615,0.45,0.15,1.114,0.4765,0.2115,0.305,10
M,0.585,0.49,0.185,1.171,0.5275,0.258,0.344,10
M,0.65,0.495,0.16,1.1845,0.53,0.29,0.305,11+
F,0.44,0.33,0.12,0.4005,0.1555,0.1005,0.14,11+
I,0.375,0.275,0.1,0.256,0.0945,0.0785,0.08,9
M,0.35,0.255,0.09,0.203,0.081,0.0555,0.053,11+
F,0.62,0.485,0.18,1.2155,0.5695,0.3045,0.317,1-8
M,0.59,0.465,0.155,1.09,0.595,0.1865,0.246,9
I,0.465,0.355,0.11,0.5035,0.2375,0.1005,0.156,1-8
F,0.585,0.455,0.12,0.8755,0.381,0.1905,0.28,11+
I,0.42,0.345,0.115,0.3435,0.157,0.0795,0.109,1-8
M,0.65,0.52,0.17,1.1445,0.4955,0.227,0.365,1-8
I,0.435,0.33,0.105,0.3295,0.1485,0.064,0.1,9
F,0.535,0.445,0.135,0.972,0.419,0.2135,0.25,9
I,0.34,0.255,0.085,0.1945,0.0925,0.041,0.055,1-8
M,0.645,0.51,0.155,1.4415,0.7055,0.2655,0.3195,11+
M,0.595,0.475,0.165,1.148,0.5045,0.2295,0.34,9
F,0.415,0.325,0.12,0.4135,0.1645,0.1145,0.1355,1-8
F,0.34,0.255,0.075,0.1915,0.0875,0.03,0.06,9
M,0.425,0.325,0.08,0.3295,0.1365,0.0735,0.11,1-8
F,0.615,0.5,0.175,1.0565,0.464,0.217,0.39,11+
F,0.455,0.35,0.145,0.6105,0.272,0.1205,0.17,1-8
I,0.305,0.225,0.05,0.141,0.057,0.0305,0.045,1-8
I,0.375,0.265,0.135,0.417,0.163,0.0735,0.1355,10
M,0.33,0.255,0.075,0.1405,0.0475,0.0355,0.054,1-8
I,0.455,0.35,0.115,0.4385,0.207,0.0745,0.135,1-8
M,0.535,0.405,0.14,1.224,0.618,0.2355,0.305,9
F,0.44,0.34,0.11,0.364,0.145,0.0955,0.12,1-8
M,0.415,0.325,0.115,0.406,0.175,0.07,0.1015,1-8
F,0.57,0.445,0.15,0.995,0.504,0.212,0.2515,1-8
F,0.655,0.505,0.18,1.2785,0.5345,0.3045,0.345,11+
I,0.31,0.225,0.07,0.1445,0.066,0.0375,0.0465,1-8
M,0.665,0.535,0.19,1.669,0.734,0.4875,0.388,11+
F,0.565,0.44,0.115,0.9185,0.3805,0.1975,0.305,11+
F,0.515,0.395,0.115,0.553,0.191,0.1075,0.183,10
F,0.49,0.38,0.135,0.528,0.161,0.1395,0.175,11+
F,0.7,0.555,0.195,1.6645,0.833,0.422,0.3855,11+
F,0.52,0.405,0.115,0.646,0.2945,0.16,0.181,11+
F,0.425,0.35,0.1,0.382,0.166,0.072,0.11,9
I,0.345,0.255,0.095,0.172,0.077,0.0505,0.065,1-8
F,0.515,0.4,0.115,0.776,0.368,0.1845,0.211,1-8
F,0.655,0.53,0.195,1.388,0.6045,0.318,0.381,9
I,0.23,0.16,0.06,0.0465,0.0215,0.013,0.015,1-8
M,0.575,0.45,0.165,0.9655,0.445,0.232,0.24,10
I,0.385,0.28,0.085,0.2225,0.109,0.05,0.0695,1-8
M,0.28,0.22,0.085,0.1075,0.0425,0.0255,0.035,1-8
I,0.66,0.525,0.19,1.4915,0.7185,0.309,0.4355,11+
I,0.28,0.21,0.085,0.1075,0.051,0.031,0.0285,1-8
I,0.405,0.315,0.1,0.3,0.172,0.063,0.073,9
M,0.59,0.45,0.12,0.7535,0.341,0.1685,0.213,9
M,0.5,0.41,0.15,0.663,0.2565,0.138,0.24,11+
I,0.43,0.335,0.09,0.32,0.132,0.056,0.1,1-8
F,0.61,0.495,0.165,1.2415,0.517,0.327,0.355,11+
M,0.595,0.475,0.14,0.991,0.4625,0.195,0.284,11+
F,0.47,0.365,0.11,0.1315,0.059,0.0875,0.085,11+
I,0.185,0.135,0.03,0.027,0.0125,0.0055,0.009,1-8
I,0.37,0.28,0.09,0.198,0.0805,0.034,0.058,9
F,0.595,0.5,0.18,1.0575,0.4405,0.265,0.355,11+
I,0.495,0.39,0.125,0.585,0.287,0.127,0.1775,9
F,0.455,0.35,0.12,0.4835,0.194,0.127,0.155,11+
M,0.475,0.365,0.125,0.467,0.174,0.125,0.145,10
F,0.5,0.44,0.175,0.717,0.2675,0.171,0.225,11+
F,0.545,0.4,0.125,0.778,0.3985,0.1745,0.201,9
I,0.43,0.32,0.11,0.346,0.1555,0.0795,0.1,1-8
M,0.535,0.435,0.155,0.8915,0.2715,0.186,0.28,11+
M,0.5,0.38,0.115,0.6065,0.2705,0.122,0.175,10
I,0.56,0.44,0.165,0.811,0.3875,0.142,0.2285,9
F,0.635,0.49,0.165,1.073,0.479,0.234,0.33,11+
F,0.53,0.395,0.12,0.608,0.2565,0.1345,0.175,10
F,0.535,0.46,0.165,0.996,0.2815,0.26,0.315,11+
I,0.42,0.325,0.11,0.325,0.1295,0.072,0.112,1-8
M,0.66,0.505,0.19,1.6465,0.831,0.342,0.4275,1-8
M,0.61,0.48,0.17,1.024,0.462,0.258,0.263,9
I,0.3,0.215,0.085,0.121,0.053,0.0285,0.0315,1-8
I,0.435,0.325,0.12,0.367,0.174,0.081,0.105,1-8
I,0.53,0.38,0.12,0.6315,0.294,0.1285,0.16,11+
M,0.76,0.585,0.215,2.2355,0.8155,0.42,0.655,11+
I,0.435,0.335,0.1,0.3535,0.156,0.063,0.117,1-8
F,0.38,0.32,0.1,0.3515,0.1405,0.094,0.11,9
F,0.465,0.35,0.145,0.5755,0.204,0.129,0.168,11+
F,0.75,0.6,0.19,1.974,0.873,0.4925,0.646,11+
F,0.56,0.44,0.155,0.6405,0.2945,0.143,0.22,10
F,0.545,0.44,0.135,0.8565,0.3665,0.1715,0.2625,9
F,0.67,0.53,0.195,1.491,0.6345,0.383,0.48,10
I,0.67,0.525,0.195,1.587,0.6215,0.353,0.47,11+
F,0.655,0.525,0.19,1.492,0.6425,0.372,0.435,11+
I,0.425,0.31,0.115,0.409,0.1815,0.0855,0.11,1-8
F,0.49,0.37,0.115,0.547,0.269,0.0995,0.1525,10
I,0.4,0.295,0.09,0.279,0.1255,0.0605,0.088,1-8
F,0.65,0.52,0.19,1.6275,0.4865,0.2615,0.585,11+
M,0.615,0.47,0.155,1.022,0.4905,0.2195,0.29,9
M,0.365,0.27,0.09,0.1855,0.077,0.0415,0.065,1-8
I,0.25,0.18,0.06,0.0635,0.0275,0.0125,0.017,1-8
M,0.595,0.5,0.16,1.06,0.367,0.2275,0.379,11+
M,0.655,0.55,0.2,1.791,0.733,0.308,0.54,11+
F,0.6,0.48,0.17,0.975,0.3695,0.189,0.375,11+
I,0.57,0.435,0.17,0.9445,0.3815,0.2385,0.31,10
M,0.455,0.35,0.125,0.4485,0.1695,0.0825,0.135,11+
I,0.52,0.415,0.14,0.7125,0.336,0.1575,0.1735,11+
F,0.46,0.35,0.115,0.421,0.1565,0.1035,0.12,11+
M,0.69,0.515,0.165,1.5535,0.693,0.3675,0.395,10
M,0.425,0.325,0.095,0.38,0.173,0.0875,0.115,1-8
F,0.575,0.465,0.195,0.9965,0.3515,0.193,0.355,11+
M,0.63,0.47,0.15,1.1355,0.556,0.2505,0.3115,11+
M,0.615,0.47,0.155,1.0325,0.4815,0.225,0.28,10
F,0.72,0.58,0.17,1.959,0.844,0.437,0.5755,10
M,0.465,0.375,0.13,0.5175,0.2395,0.1145,0.134,1-8
M,0.525,0.41,0.135,0.7945,0.313,0.171,0.244,11+
F,0.59,0.415,0.18,1.48,0.5265,0.272,0.635,11+
M,0.55,0.435,0.14,0.8745,0.3795,0.2105,0.265,9
M,0.585,0.46,0.15,0.8855,0.363,0.23,0.249,11+
I,0.55,0.435,0.165,0.8935,0.3155,0.1755,0.28,9
M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.215,10
I,0.32,0.245,0.075,0.1525,0.057,0.0365,0.046,1-8
I,0.45,0.335,0.105,0.422,0.21,0.087,0.1,1-8
M,0.67,0.55,0.2,1.7605,0.7305,0.386,0.5295,11+
M,0.6,0.47,0.15,1.036,0.5315,0.1955,0.225,1-8
F,0.58,0.475,0.135,1.1335,0.5455,0.2465,0.274,10
F,0.465,0.375,0.12,0.593,0.277,0.111,0.1675,1-8
M,0.585,0.465,0.185,0.9325,0.3635,0.231,0.305,9
F,0.53,0.4,0.13,0.6335,0.1815,0.1625,0.22,11+
I,0.405,0.29,0.09,0.282,0.1385,0.0605,0.083,1-8
F,0.44,0.34,0.135,0.522,0.2205,0.1165,0.145,10
F,0.495,0.385,0.125,0.655,0.2895,0.179,0.17,10
F,0.61,0.5,0.175,1.107,0.535,0.26,0.2345,9
I,0.375,0.285,0.09,0.226,0.0885,0.026,0.0755,1-8
F,0.61,0.46,0.145,0.9685,0.47,0.1865,0.24,1-8
I,0.445,0.335,0.11,0.411,0.175,0.1005,0.117,1-8
I,0.5,0.38,0.11,0.557,0.2555,0.1175,0.1535,9
I,0.275,0.205,0.07,0.1055,0.0415,0.0205,0.034,1-8
M,0.505,0.41,0.11,0.6605,0.227,0.128,0.25,11+
M,0.51,0.405,0.145,0.695,0.2405,0.1635,0.24,10
F,0.635,0.505,0.17,1.2635,0.4245,0.197,0.406,11+
M,0.595,0.5,0.165,1.0915,0.4365,0.227,0.335,11+
F,0.53,0.435,0.175,0.741,0.189,0.2005,0.195,11+
M,0.535,0.44,0.15,0.6765,0.2555,0.122,0.24,11+
I,0.365,0.265,0.1,0.2965,0.1505,0.065,0.067,1-8
I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.06,1-8
I,0.415,0.325,0.115,0.326,0.135,0.0725,0.106,1-8
I,0.255,0.19,0.07,0.0815,0.0295,0.017,0.0245,1-8
F,0.595,0.46,0.15,1.1005,0.5415,0.2215,0.276,9
F,0.67,0.505,0.2,1.6075,0.7765,0.357,0.438,11+
M,0.64,0.525,0.185,1.613,0.6705,0.297,0.46,11+
I,0.325,0.24,0.075,0.1485,0.0605,0.0225,0.045,1-8
M,0.63,0.505,0.15,1.26,0.5475,0.2925,0.32,10
I,0.28,0.21,0.055,0.1075,0.039,0.0265,0.03,9
M,0.585,0.455,0.15,0.9555,0.4315,0.2115,0.2875,11+
I,0.51,0.38,0.135,0.512,0.2075,0.1135,0.19,9
F,0.58,0.45,0.145,0.959,0.44,0.2065,0.2725,11+
I,0.47,0.38,0.1,0.4265,0.195,0.098,0.1245,1-8
F,0.61,0.495,0.185,1.153,0.536,0.2645,0.2845,1-8
M,0.645,0.515,0.175,1.155,0.53,0.223,0.3995,11+
M,0.645,0.48,0.14,1.192,0.643,0.229,0.2685,10
M,0.595,0.465,0.175,1.1295,0.57,0.244,0.2785,11+
F,0.67,0.525,0.18,1.494,0.615,0.337,0.374,9
F,0.41,0.3,0.095,0.28,0.134,0.0575,0.075,1-8
M,0.33,0.235,0.095,0.155,0.0585,0.0295,0.04,1-8
M,0.515,0.4,0.13,0.6245,0.2305,0.1455,0.17,11+
I,0.535,0.42,0.14,0.74,0.398,0.158,0.175,9
M,0.57,0.46,0.175,0.9035,0.344,0.172,0.345,11+
F,0.43,0.325,0.105,0.378,0.1705,0.0805,0.109,1-8
M,0.565,0.425,0.16,0.99,0.2885,0.174,0.48,11+
I,0.515,0.42,0.17,0.7095,0.3225,0.144,0.2,1-8
F,0.565,0.445,0.145,0.83,0.4245,0.1695,0.204,9
F,0.665,0.53,0.195,1.529,0.59,0.3445,0.52,11+
F,0.7,0.535,0.19,1.6015,0.708,0.3525,0.4705,11+
F,0.505,0.405,0.15,0.6375,0.2535,0.1415,0.21,11+
F,0.645,0.5,0.185,1.463,0.5265,0.2975,0.4465,10
F,0.55,0.415,0.175,0.869,0.3585,0.185,0.27,11+
I,0.325,0.24,0.075,0.1525,0.064,0.03,0.0405,1-8
F,0.335,0.245,0.09,0.2015,0.081,0.048,0.0535,1-8
M,0.525,0.385,0.13,1.007,0.494,0.2385,0.2415,1-8
F,0.665,0.525,0.21,1.6785,0.647,0.3405,0.545,11+
M,0.515,0.41,0.14,0.8185,0.4035,0.196,0.1505,1-8
M,0.585,0.475,0.145,0.907,0.477,0.18,0.225,11+
F,0.585,0.435,0.14,0.814,0.403,0.1705,0.245,10
M,0.72,0.575,0.22,2.009,0.7735,0.4195,0.5755,11+
I,0.59,0.445,0.175,1.0885,0.4995,0.2965,0.315,11+
F,0.43,0.33,0.11,0.4335,0.225,0.1205,0.11,1-8
M,0.385,0.31,0.1,0.302,0.1265,0.063,0.09,1-8
M,0.63,0.49,0.155,1.33,0.783,0.262,0.2865,1-8
F,0.53,0.435,0.16,0.741,0.291,0.2005,0.215,9
M,0.49,0.385,0.125,0.6335,0.38,0.1295,0.135,1-8
I,0.35,0.27,0.085,0.1775,0.0595,0.037,0.075,1-8
I,0.5,0.365,0.125,0.426,0.188,0.099,0.1245,11+
I,0.355,0.26,0.09,0.1925,0.081,0.0455,0.064,1-8
M,0.465,0.35,0.14,0.5185,0.221,0.126,0.14,9
I,0.18,0.135,0.04,0.0325,0.0145,0.0065,0.0105,1-8
F,0.72,0.575,0.195,2.0885,0.8565,0.363,0.565,10
I,0.46,0.355,0.105,0.4635,0.2005,0.0945,0.135,1-8
F,0.61,0.495,0.19,1.437,0.5185,0.2655,0.525,11+
M,0.55,0.41,0.15,0.8025,0.316,0.159,0.275,11+
M,0.58,0.46,0.165,1.1015,0.4915,0.253,0.3345,11+
F,0.605,0.485,0.175,1.1005,0.5125,0.1865,0.312,10
M,0.72,0.565,0.175,2.0885,1.0265,0.4825,0.503,11+
I,0.42,0.325,0.125,0.3915,0.163,0.094,0.115,1-8
I,0.61,0.475,0.16,0.966,0.3775,0.2245,0.275,11+
F,0.5,0.38,0.115,0.474,0.1715,0.1115,0.16,10
M,0.585,0.465,0.155,0.906,0.342,0.2215,0.285,11+
I,0.41,0.3,0.09,0.301,0.0925,0.062,0.095,1-8
M,0.575,0.45,0.155,0.892,0.4015,0.195,0.223,1-8
I,0.325,0.27,0.095,0.197,0.0665,0.036,0.075,1-8
F,0.67,0.54,0.165,1.71,0.861,0.3135,0.475,11+
M,0.57,0.435,0.13,0.7535,0.352,0.16,0.2175,1-8
I,0.395,0.3,0.09,0.3025,0.1525,0.0615,0.075,1-8
I,0.275,0.2,0.055,0.092,0.034,0.0225,0.03,1-8
M,0.585,0.455,0.155,1.136,0.5455,0.2465,0.274,10
F,0.64,0.49,0.165,1.073,0.475,0.2495,0.305,9
I,0.435,0.375,0.11,0.413,0.1575,0.0765,0.14,1-8
F,0.645,0.5,0.17,1.275,0.4245,0.2595,0.424,11+
M,0.605,0.455,0.17,1.0565,0.486,0.2395,0.2935,10
F,0.71,0.5,0.15,1.187,0.73,0.1695,0.293,9
M,0.5,0.4,0.13,0.7775,0.3035,0.157,0.23,11+
F,0.555,0.435,0.125,0.745,0.347,0.1835,0.1775,10
I,0.255,0.185,0.065,0.095,0.0375,0.0235,0.02,1-8
I,0.61,0.475,0.16,1.1545,0.65,0.229,0.3055,11+
I,0.45,0.34,0.125,0.3685,0.1615,0.0795,0.115,9
I,0.355,0.28,0.09,0.2065,0.066,0.0485,0.08,1-8
I,0.525,0.4,0.14,0.745,0.3495,0.1595,0.22,11+
I,0.335,0.26,0.08,0.1965,0.0875,0.0425,0.055,1-8
I,0.52,0.43,0.135,0.711,0.346,0.161,0.189,1-8
I,0.415,0.335,0.105,0.4665,0.2285,0.0855,0.11,1-8
F,0.57,0.44,0.125,0.803,0.313,0.181,0.235,10
M,0.67,0.51,0.175,1.466,0.6775,0.3025,0.341,9
M,0.49,0.39,0.15,0.853,0.2665,0.1725,0.335,11+
M,0.635,0.49,0.145,1.0725,0.475,0.223,0.312,11+
M,0.55,0.405,0.15,0.913,0.4005,0.212,0.29,11+
I,0.29,0.21,0.06,0.097,0.0425,0.019,0.03,1-8
M,0.575,0.45,0.165,0.886,0.4415,0.1605,0.22,9
M,0.31,0.22,0.075,0.146,0.061,0.031,0.04,1-8
F,0.6,0.46,0.165,1.1215,0.4955,0.2365,0.27,1-8
F,0.49,0.365,0.12,0.521,0.2135,0.1375,0.139,10
I,0.45,0.34,0.105,0.4005,0.175,0.0875,0.117,1-8
F,0.55,0.41,0.145,0.7605,0.329,0.1675,0.185,9
M,0.51,0.415,0.14,0.7905,0.32,0.1755,0.25,1-8
F,0.575,0.46,0.165,1.065,0.516,0.2195,0.2815,10
F,0.675,0.54,0.16,1.566,0.647,0.4565,0.39,11+
M,0.63,0.48,0.145,1.194,0.56,0.2455,0.285,9
F,0.635,0.49,0.145,1.062,0.5315,0.2005,0.3015,11+
F,0.705,0.53,0.22,1.978,0.5415,0.4065,0.85,11+
I,0.465,0.37,0.1,0.4075,0.176,0.0905,0.14,1-8
M,0.465,0.36,0.125,0.547,0.215,0.1175,0.185,10
M,0.64,0.505,0.155,1.1955,0.5565,0.212,0.309,11+
F,0.61,0.485,0.18,1.0225,0.5075,0.241,0.2785,9
F,0.66,0.515,0.18,1.523,0.667,0.3125,0.431,11+
M,0.485,0.41,0.125,0.62,0.279,0.115,0.165,10
M,0.455,0.35,0.105,0.416,0.17,0.099,0.135,10
I,0.325,0.225,0.06,0.129,0.058,0.0275,0.045,1-8
F,0.58,0.455,0.12,0.9865,0.439,0.2145,0.2845,10
F,0.595,0.465,0.145,1.0045,0.479,0.2325,0.26,11+
F,0.715,0.525,0.185,1.7265,0.8195,0.3655,0.4525,9
M,0.52,0.415,0.135,0.8175,0.4035,0.183,0.2,10
M,0.65,0.505,0.19,1.464,0.688,0.296,0.341,9
I,0.36,0.27,0.085,0.196,0.0865,0.034,0.054,1-8
I,0.37,0.275,0.085,0.218,0.088,0.0435,0.075,1-8
F,0.585,0.465,0.145,0.94,0.509,0.181,0.239,11+
F,0.705,0.53,0.195,1.6015,0.708,0.3775,0.43,9
M,0.28,0.215,0.08,0.099,0.038,0.0255,0.035,1-8
F,0.645,0.525,0.175,1.3345,0.5725,0.2665,0.44,11+
M,0.62,0.48,0.155,1.2555,0.5335,0.308,0.386,11+
F,0.655,0.5,0.175,1.3875,0.493,0.2815,0.41,11+
F,0.71,0.56,0.185,1.6,0.706,0.3525,0.445,11+
M,0.645,0.515,0.185,1.3745,0.684,0.3055,0.3,9
I,0.32,0.25,0.1,0.192,0.0875,0.051,0.055,1-8
I,0.515,0.42,0.125,0.5185,0.2485,0.1135,0.136,1-8
I,0.375,0.265,0.08,0.2105,0.09,0.0415,0.068,1-8
M,0.63,0.51,0.175,1.1255,0.463,0.2265,0.335,9
F,0.48,0.375,0.105,0.6245,0.2555,0.15,0.18,11+
F,0.55,0.47,0.155,0.9905,0.446,0.195,0.275,9
M,0.695,0.53,0.19,1.691,0.7465,0.407,0.388,9
F,0.375,0.275,0.135,0.244,0.106,0.051,0.085,9
M,0.44,0.365,0.135,0.516,0.2105,0.1235,0.1655,9
F,0.625,0.445,0.14,0.931,0.3895,0.201,0.275,1-8
M,0.5,0.375,0.13,0.6855,0.347,0.1455,0.156,1-8
I,0.52,0.415,0.135,0.6375,0.325,0.1295,0.1765,9
M,0.4,0.29,0.1,0.2985,0.116,0.069,0.0875,10
M,0.445,0.35,0.09,0.3275,0.156,0.0505,0.1185,1-8
F,0.525,0.4,0.12,0.72,0.335,0.159,0.185,10
F,0.415,0.34,0.13,0.4405,0.169,0.1155,0.14,1-8
I,0.52,0.395,0.145,0.6515,0.2485,0.1335,0.193,11+
F,0.65,0.505,0.175,1.357,0.5785,0.2805,0.385,9
M,0.6,0.48,0.14,0.9125,0.456,0.19,0.2065,9
M,0.53,0.415,0.175,0.7395,0.2735,0.17,0.25,11+
F,0.54,0.415,0.16,0.7715,0.3345,0.1675,0.19,1-8
M,0.69,0.55,0.19,1.5955,0.525,0.3835,0.58,11+
M,0.485,0.37,0.13,0.585,0.2245,0.137,0.19,11+
F,0.625,0.515,0.16,1.336,0.6685,0.303,0.3275,11+
M,0.615,0.48,0.155,1.234,0.5575,0.2975,0.372,11+
F,0.605,0.485,0.15,1.616,0.653,0.384,0.41,11+
M,0.77,0.605,0.21,2.255,1.1495,0.446,0.624,11+
I,0.4,0.305,0.1,0.271,0.1145,0.0605,0.085,1-8
M,0.575,0.455,0.155,0.858,0.388,0.1765,0.2705,10
I,0.63,0.47,0.155,1.0845,0.531,0.2045,0.1625,1-8
F,0.555,0.43,0.15,0.84,0.415,0.139,0.205,9
F,0.565,0.45,0.175,0.9555,0.4145,0.207,0.265,11+
I,0.46,0.335,0.1,0.381,0.167,0.0865,0.094,1-8
F,0.655,0.545,0.175,1.5175,0.693,0.3755,0.43,11+
F,0.435,0.325,0.105,0.298,0.123,0.057,0.095,1-8
I,0.45,0.35,0.13,0.5325,0.2595,0.0855,0.1555,9
F,0.615,0.5,0.15,1.293,0.4915,0.3035,0.345,11+
F,0.63,0.5,0.175,1.1105,0.4915,0.2635,0.305,10
M,0.475,0.355,0.1,0.4285,0.175,0.0785,0.14,11+
M,0.65,0.525,0.185,1.622,0.6645,0.297,0.475,11+
M,0.575,0.455,0.165,0.8725,0.3725,0.1965,0.29,11+
F,0.575,0.465,0.185,1.099,0.3705,0.215,0.36,11+
F,0.615,0.475,0.155,1.1135,0.531,0.2405,0.3,11+
M,0.515,0.435,0.14,0.7905,0.2505,0.1985,0.238,11+
M,0.415,0.315,0.095,0.311,0.124,0.055,0.104,1-8
I,0.635,0.49,0.165,1.2695,0.6355,0.315,0.308,9
M,0.7,0.535,0.175,1.7585,0.885,0.2975,0.455,11+
I,0.28,0.205,0.08,0.099,0.038,0.0255,0.031,1-8
F,0.505,0.425,0.145,0.949,0.3865,0.2225,0.275,10
F,0.635,0.485,0.165,1.073,0.433,0.2525,0.325,11+
I,0.605,0.47,0.15,0.966,0.454,0.184,0.31,11+
I,0.305,0.23,0.095,0.1345,0.056,0.022,0.043,1-8
M,0.49,0.39,0.15,0.636,0.2305,0.1345,0.235,11+
I,0.285,0.215,0.07,0.0895,0.033,0.0215,0.03,1-8
I,0.565,0.435,0.13,0.7745,0.3545,0.215,0.215,9
F,0.555,0.425,0.14,0.7665,0.3945,0.1815,0.196,1-8
I,0.485,0.345,0.12,0.581,0.252,0.132,0.14,1-8
F,0.36,0.27,0.1,0.216,0.0835,0.034,0.08,1-8
F,0.535,0.42,0.175,0.754,0.2735,0.173,0.275,11+
I,0.535,0.42,0.14,0.7265,0.349,0.1315,0.245,11+
